Port landed,Week beginning,Species name,Live Weight (KG),Landed Weight (KG),Value in pounds
Kirkwall,26/03/2006,Queen Scallops,213,213,92.76
Kirkwall,26/03/2006,Scallops,2329,2329,4512.5
Kirkwall,02/04/2006,Cockles,14.6,14.6,7.94
Kirkwall,02/04/2006,Crabs (C.P.Mixed Sexes),1610,1610,2553.78
Kirkwall,02/04/2006,Crabs - Velvet (Swim),3514.8,3514.8,6813.93
Kirkwall,02/04/2006,Green Crab,2143,2143,1233.87
Kirkwall,02/04/2006,Ling,23,20,23
Kirkwall,02/04/2006,Lobsters,66.2,66.2,1032.42
Kirkwall,02/04/2006,Periwinkles,1960,1960,2397.2
Kirkwall,02/04/2006,Scallops,1848,1848,4022.05
Kirkwall,02/04/2006,Skates and Rays,91.5,81,255.27
Kirkwall,02/04/2006,Spurdog,1032,1032,1754.4
Kirkwall,02/04/2006,Whelks,1675,1675,921.25
Kirkwall,09/04/2006,Crabs (C.P.Mixed Sexes),744,744,899.46
Kirkwall,09/04/2006,Crabs - Velvet (Swim),2969.2,2969.2,5845.5
Kirkwall,09/04/2006,Green Crab,2909,2909,1676.08
Kirkwall,09/04/2006,Lobsters,42.9,42.9,494.04
Kirkwall,09/04/2006,Periwinkles,245,245,299.65
Kirkwall,09/04/2006,Scallops,1241,1241,2444.71
Kirkwall,09/04/2006,Whelks,19266,19266,10473.93
Kirkwall,16/04/2006,Crabs (C.P.Mixed Sexes),1079,1079,1365.49
Kirkwall,16/04/2006,Crabs - Velvet (Swim),2664.1,2664.1,5182.11
Kirkwall,16/04/2006,Green Crab,2903.1,2903.1,1673.18
Kirkwall,16/04/2006,Lobsters,56.4,56.4,804.66
Kirkwall,16/04/2006,Periwinkles,156,156,190.8
Kirkwall,16/04/2006,Razor Clam,6.8,6.8,18.59
Kirkwall,16/04/2006,Scallops,1105,1105,1939.53
Kirkwall,16/04/2006,Whelks,5650,5650,3107.5
Kirkwall,23/04/2006,Cockles,224,224,121.86
Kirkwall,23/04/2006,Crabs (C.P.Mixed Sexes),3641.9,3641.9,4449.49
Kirkwall,23/04/2006,Crabs - Velvet (Swim),4344.1,4344.1,8601.75
Kirkwall,23/04/2006,Green Crab,2490.9,2490.9,1401.31
Kirkwall,23/04/2006,Lobsters,190.6,190.6,2556.37
Kirkwall,23/04/2006,Periwinkles,1575,1575,1926.32
Kirkwall,23/04/2006,Scallops,586,586,955.75
Kirkwall,23/04/2006,Whelks,13500,13500,7420.93
Kirkwall,30/04/2006,Cockles,72,72,39.17
Kirkwall,30/04/2006,Crabs (C.P.Mixed Sexes),1809,1809,2117.87
Kirkwall,30/04/2006,Crabs - Velvet (Swim),4126.1,4126.1,7614.17
Kirkwall,30/04/2006,Green Crab,4877.1,4877.1,2818.21
Kirkwall,30/04/2006,Lobsters,194.8,194.8,2490.17
Kirkwall,30/04/2006,Nephrops (Norway Lobster),65,65,265.08
Kirkwall,30/04/2006,Periwinkles,464,464,567.5
Kirkwall,30/04/2006,Scallops,404,404,658.9
Kirkwall,30/04/2006,Whelks,1110,1110,555
Kirkwall,07/05/2006,Cockles,97,97,52.77
Kirkwall,07/05/2006,Crabs (C.P.Mixed Sexes),1354,1354,1646.74
Kirkwall,07/05/2006,Crabs - Velvet (Swim),4377.1,4377.1,8161.21
Kirkwall,07/05/2006,Green Crab,960,960,525.28
Kirkwall,07/05/2006,Lobsters,199.8,199.8,2100.85
Kirkwall,07/05/2006,Nephrops (Norway Lobster),10,10,40.78
Kirkwall,07/05/2006,Periwinkles,550,550,672.68
Kirkwall,07/05/2006,Scallops,3601.1,3601.1,5873.06
Kirkwall,07/05/2006,Whelks,7950,7950,4257
Kirkwall,14/05/2006,Cockles,22,22,11.97
Kirkwall,14/05/2006,Crabs (C.P.Mixed Sexes),2438.1,2438.1,2949.85
Kirkwall,14/05/2006,Crabs - Velvet (Swim),6371.1,6371.1,11605.97
Kirkwall,14/05/2006,Green Crab,4289,4289,2451.8
Kirkwall,14/05/2006,Lobsters,335.3,335.3,3397.93
Kirkwall,14/05/2006,Nephrops (Norway Lobster),83,83,338.46
Kirkwall,14/05/2006,Periwinkles,344,344,420.73
Kirkwall,14/05/2006,Razor Clam,81.9,81.9,225.59
Kirkwall,14/05/2006,Scallops,1375,1375,2242.55
Kirkwall,14/05/2006,Whelks,14645,14645,7918
Kirkwall,21/05/2006,Cockles,71,71,38.62
Kirkwall,21/05/2006,Crabs (C.P.Mixed Sexes),2492.9,2492.9,3039.23
Kirkwall,21/05/2006,Crabs - Velvet (Swim),4924.3,4924.3,9162.86
Kirkwall,21/05/2006,Green Crab,1650.2,1650.2,950.67
Kirkwall,21/05/2006,Lobsters,404.1,404.1,4210.32
Kirkwall,21/05/2006,Nephrops (Norway Lobster),154.4,154.4,872.64
Kirkwall,21/05/2006,Periwinkles,588,588,719.16
Kirkwall,21/05/2006,Razor Clam,54.4,54.4,149.84
Kirkwall,21/05/2006,Scallops,2017.1,2017.1,4216.5
Kirkwall,28/05/2006,Crabs (C.P.Mixed Sexes),1746,1746,2154.7
Kirkwall,28/05/2006,Crabs - Velvet (Swim),2472.2,2472.2,4651.58
Kirkwall,28/05/2006,Green Crab,1255,1255,718.82
Kirkwall,28/05/2006,Lobsters,311.8,311.8,3416.94
Kirkwall,28/05/2006,Nephrops (Norway Lobster),131,131,757.05
Kirkwall,28/05/2006,Scallops,2553,2553,4918.99
Kirkwall,28/05/2006,Whelks,5550,5550,2854.45
Kirkwall,04/06/2006,Cockles,80,80,43.52
Kirkwall,04/06/2006,Crabs (C.P.Mixed Sexes),2529,2529,2978.71
Kirkwall,04/06/2006,Crabs - Velvet (Swim),3294.3,3294.3,6082.79
Kirkwall,04/06/2006,Green Crab,1724,1724,983.27
Kirkwall,04/06/2006,Lobsters,359.9,359.9,3391.77
Kirkwall,04/06/2006,Nephrops (Norway Lobster),60,60,350.14
Kirkwall,04/06/2006,Periwinkles,44,44,53.82
Kirkwall,04/06/2006,Scallops,4745,4745,7761.45
Kirkwall,04/06/2006,Whelks,8350,8350,4471.83
Kirkwall,11/06/2006,Crabs (C.P.Mixed Sexes),2015,2015,2389.58
Kirkwall,11/06/2006,Crabs - Velvet (Swim),3396.3,3396.3,6237.87
Kirkwall,11/06/2006,Green Crab,1531,1531,873.19
Kirkwall,11/06/2006,Lobsters,379.6,379.6,3971.06
Kirkwall,11/06/2006,Nephrops (Norway Lobster),77.2,77.2,444.8
Kirkwall,11/06/2006,Periwinkles,339,339,414.62
Kirkwall,18/06/2006,Crabs (C.P.Mixed Sexes),1269.2,1269.2,1534.11
Kirkwall,18/06/2006,Crabs - Velvet (Swim),2464.6,2464.6,4495.54
Kirkwall,18/06/2006,Green Crab,856.2,856.2,427
Kirkwall,18/06/2006,Lobsters,311.3,311.3,3589.74
Kirkwall,18/06/2006,Nephrops (Norway Lobster),71,71,400.25
Kirkwall,18/06/2006,Periwinkles,470,470,574.84
Kirkwall,18/06/2006,Razor Clam,20.2,20.2,55.5
Kirkwall,18/06/2006,Scallops,488.2,488.2,795.91
Kirkwall,18/06/2006,Whelks,90,90,49.52
Kirkwall,25/06/2006,Crabs (C.P.Mixed Sexes),2241.1,2241.1,2469.97
Kirkwall,25/06/2006,Crabs - Velvet (Swim),5767.4,5767.4,10454.08
Kirkwall,25/06/2006,Green Crab,2900.2,2900.2,1674.61
Kirkwall,25/06/2006,Lobsters,336.4,336.4,3578.44
Kirkwall,25/06/2006,Nephrops (Norway Lobster),184,184,1063.2
Kirkwall,25/06/2006,Periwinkles,424,424,516.86
Kirkwall,25/06/2006,Razor Clam,32.6,32.6,90.03
Kirkwall,25/06/2006,Scallops,741.2,741.2,1597.6
Kirkwall,25/06/2006,Whelks,4760,4760,2618
Kirkwall,02/07/2006,Crabs (C.P.Mixed Sexes),1414,1414,1496.52
Kirkwall,02/07/2006,Crabs - Velvet (Swim),4066.1,4066.1,7196.25
Kirkwall,02/07/2006,Green Crab,1476.1,1476.1,852.49
Kirkwall,02/07/2006,Lobsters,370.8,370.8,3824.95
Kirkwall,02/07/2006,Nephrops (Norway Lobster),119.2,119.2,644.28
Kirkwall,02/07/2006,Periwinkles,98,98,119.46
Kirkwall,02/07/2006,Scallops,912,912,1687.08
Kirkwall,02/07/2006,Whelks,5650,5650,3069.3
Kirkwall,09/07/2006,Crabs (C.P.Mixed Sexes),1392.3,1392.3,1421.7
Kirkwall,09/07/2006,Crabs - Velvet (Swim),3122.1,3122.1,5512.67
Kirkwall,09/07/2006,Green Crab,1619,1619,933.87
Kirkwall,09/07/2006,Lobsters,433,433,4627.17
Kirkwall,09/07/2006,Nephrops (Norway Lobster),92,92,545.84
Kirkwall,09/07/2006,Periwinkles,383,383,466.88
Kirkwall,09/07/2006,Whelks,13900.2,13900.2,7560
Kirkwall,16/07/2006,Crabs (C.P.Mixed Sexes),434,434,448.87
Kirkwall,16/07/2006,Crabs - Velvet (Swim),4794.3,4794.3,8374.98
Kirkwall,16/07/2006,Green Crab,2346,2346,1354.13
Kirkwall,16/07/2006,Lobsters,461.9,461.9,4799.87
Kirkwall,16/07/2006,Nephrops (Norway Lobster),271.2,271.2,1293.43
Kirkwall,16/07/2006,Periwinkles,407,407,496.14
Kirkwall,16/07/2006,Razor Clam,110,110,303.77
Kirkwall,16/07/2006,Scallops,1357.1,1357.1,2481.5
Kirkwall,23/07/2006,Crabs (C.P.Mixed Sexes),1105,1105,1164.45
Kirkwall,23/07/2006,Crabs - Velvet (Swim),4771.5,4771.5,8122.18
Kirkwall,23/07/2006,Crawfish,8,8,109.36
Kirkwall,23/07/2006,Green Crab,3286.1,3286.1,1896.61
Kirkwall,23/07/2006,Lobsters,708.9,708.9,7107.34
Kirkwall,23/07/2006,Nephrops (Norway Lobster),13,13,52.41
Kirkwall,23/07/2006,Periwinkles,494,494,602.19
Kirkwall,23/07/2006,Razor Clam,149.6,149.6,413
Kirkwall,23/07/2006,Scallops,246,246,455.05
Kirkwall,30/07/2006,Crabs (C.P.Mixed Sexes),1050.1,1050.1,1125.45
Kirkwall,30/07/2006,Crabs - Velvet (Swim),2976.2,2976.2,5181.32
Kirkwall,30/07/2006,Green Crab,825,825,476.45
Kirkwall,30/07/2006,Lobsters,655.5,655.5,6967.51
Kirkwall,30/07/2006,Nephrops (Norway Lobster),220.5,201,867.03
Kirkwall,30/07/2006,Razor Clam,113,113,312.06
Kirkwall,30/07/2006,Scallops,656.1,656.1,1213.49
Kirkwall,06/08/2006,Crabs (C.P.Mixed Sexes),1093.2,1093.2,1158.56
Kirkwall,06/08/2006,Crabs - Velvet (Swim),3408.2,3408.2,5773.71
Kirkwall,06/08/2006,Green Crab,3104.1,3104.1,1791.92
Kirkwall,06/08/2006,Lobsters,796.5,796.5,7997.27
Kirkwall,06/08/2006,Periwinkles,145,145,176.76
Kirkwall,06/08/2006,Razor Clam,117,117,323.1
Kirkwall,06/08/2006,Scallops,804.1,804.1,1487.29
Kirkwall,06/08/2006,Whelks,6262,6262,3414.06
Kirkwall,13/08/2006,Crabs (C.P.Mixed Sexes),4110.2,4110.2,4499.2
Kirkwall,13/08/2006,Crabs - Velvet (Swim),6049.5,6049.5,10484.09
Kirkwall,13/08/2006,Crawfish,23,23,314.4
Kirkwall,13/08/2006,Green Crab,1965.2,1965.2,1134.11
Kirkwall,13/08/2006,Lobsters,1478.8,1478.8,15135.99
Kirkwall,13/08/2006,Nephrops (Norway Lobster),197.2,197.2,794.28
Kirkwall,13/08/2006,Periwinkles,2048,2048,2496.52
Kirkwall,13/08/2006,Razor Clam,180,180,497.1
Kirkwall,13/08/2006,Scallops,553.1,553.1,1022.98
Kirkwall,13/08/2006,Whelks,1087,1087,597.85
Kirkwall,20/08/2006,Crabs (C.P.Mixed Sexes),1255,1255,1242.27
Kirkwall,20/08/2006,Crabs - Velvet (Swim),8272.4,8272.4,14260.51
Kirkwall,20/08/2006,Green Crab,2470,2470,1397.58
Kirkwall,20/08/2006,Lobsters,1083,1083,11662.95
Kirkwall,20/08/2006,Nephrops (Norway Lobster),354,354,1751.16
Kirkwall,20/08/2006,Periwinkles,269,269,327.91
Kirkwall,20/08/2006,Scallops,1650.3,1650.3,4340.28
Kirkwall,20/08/2006,Squid,130,130,320.46
Kirkwall,27/08/2006,Cockles,64,64,34.82
Kirkwall,27/08/2006,Crabs (C.P.Mixed Sexes),2990.4,2990.4,3266.59
Kirkwall,27/08/2006,Crabs - Velvet (Swim),9493.4,9493.4,15255.89
Kirkwall,27/08/2006,Green Crab,951,951,547.86
Kirkwall,27/08/2006,Lobsters,1483.5,1483.5,15436.32
Kirkwall,27/08/2006,Nephrops (Norway Lobster),140.6,140.6,783.37
Kirkwall,27/08/2006,Periwinkles,279,279,340.1
Kirkwall,27/08/2006,Scallops,621.1,621.1,1148.78
Kirkwall,03/09/2006,Cockles,81,81,44.06
Kirkwall,03/09/2006,Crabs (C.P.Mixed Sexes),1576.2,1576.2,1684.54
Kirkwall,03/09/2006,Crabs - Velvet (Swim),8250.4,8250.4,12539.02
Kirkwall,03/09/2006,Crawfish,25,25,341.76
Kirkwall,03/09/2006,Green Crab,1850.4,1850.4,1038.29
Kirkwall,03/09/2006,Lobsters,1409.1,1409.1,15001.32
Kirkwall,03/09/2006,Nephrops (Norway Lobster),60,60,241.91
Kirkwall,03/09/2006,Periwinkles,107,107,130.43
Kirkwall,03/09/2006,Scallops,869.1,869.1,1641.25
Kirkwall,03/09/2006,Whelks,1675,1675,1026.27
Kirkwall,10/09/2006,Crabs (C.P.Mixed Sexes),1534.9,1534.9,1704.97
Kirkwall,10/09/2006,Crabs - Velvet (Swim),8531,8531,14083.78
Kirkwall,10/09/2006,Crawfish,15.1,15.1,205.05
Kirkwall,10/09/2006,Green Crab,1705,1705,981.44
Kirkwall,10/09/2006,Lobsters,979.9,979.9,10617.54
Kirkwall,10/09/2006,Nephrops (Norway Lobster),361.2,361.2,1919.72
Kirkwall,10/09/2006,Periwinkles,980,980,1194.63
Kirkwall,10/09/2006,Scallops,608,608,1124.71
Kirkwall,17/09/2006,Cockles,33,33,17.95
Kirkwall,17/09/2006,Crabs (C.P.Mixed Sexes),1012,1012,1156.5
Kirkwall,17/09/2006,Crabs - Velvet (Swim),7924.3,7924.3,11943.6
Kirkwall,17/09/2006,Green Crab,2010,2010,1160.05
Kirkwall,17/09/2006,Lobsters,472,472,4885.61
Kirkwall,17/09/2006,Nephrops (Norway Lobster),99.2,99.2,399.96
Kirkwall,17/09/2006,Periwinkles,52,52,63.39
Kirkwall,17/09/2006,Scallops,268,268,495.76
Kirkwall,17/09/2006,Whelks,1490,1490,819.5
Kirkwall,24/09/2006,Crabs (C.P.Mixed Sexes),2518.2,2518.2,2674.44
Kirkwall,24/09/2006,Crabs - Velvet (Swim),12064.5,12064.5,17909.91
Kirkwall,24/09/2006,Green Crab,830.3,830.3,477.25
Kirkwall,24/09/2006,Lobsters,1049.2,1049.2,10804.77
Kirkwall,24/09/2006,Nephrops (Norway Lobster),62,62,421.38
Kirkwall,24/09/2006,Periwinkles,139,139,169.44
Kirkwall,24/09/2006,Queen Scallops,40,40,27.12
Kirkwall,24/09/2006,Scallops,213,213,394.01
Kirkwall,24/09/2006,Whelks,2322,2322,1342.2
Kirkwall,01/10/2006,Cockles,48,48,26.11
Kirkwall,01/10/2006,Crabs (C.P.Mixed Sexes),1521.2,1521.2,1616.72
Kirkwall,01/10/2006,Crabs - Velvet (Swim),9192.3,9192.3,14006.2
Kirkwall,01/10/2006,Green Crab,3443.1,3443.1,1171.62
Kirkwall,01/10/2006,Lobsters,759,759,8323.61
Kirkwall,01/10/2006,Nephrops (Norway Lobster),223.2,223.2,899.1
Kirkwall,01/10/2006,Periwinkles,107,107,130.43
Kirkwall,01/10/2006,Scallops,408,408,754.76
Kirkwall,01/10/2006,Whelks,2400,2400,1320
Kirkwall,08/10/2006,Crabs (C.P.Mixed Sexes),2114,2114,2270.44
Kirkwall,08/10/2006,Crabs - Velvet (Swim),10035.1,10035.1,14830.32
Kirkwall,08/10/2006,Green Crab,1509.2,1509.2,867.32
Kirkwall,08/10/2006,Lobsters,233.1,233.1,2105.58
Kirkwall,08/10/2006,Nephrops (Norway Lobster),269.1,269.1,1084.58
Kirkwall,08/10/2006,Periwinkles,834,834,1016.65
Kirkwall,08/10/2006,Scallops,417.5,417.5,772.32
Kirkwall,15/10/2006,Cockles,87,87,47.33
Kirkwall,15/10/2006,Crabs (C.P.Mixed Sexes),1226.2,1226.2,1299.64
Kirkwall,15/10/2006,Crabs - Velvet (Swim),7042.4,7042.4,10422.15
Kirkwall,15/10/2006,Green Crab,1003.1,1003.1,67.21
Kirkwall,15/10/2006,Lobsters,356,356,3938.52
Kirkwall,15/10/2006,Nephrops (Norway Lobster),40,40,291.37
Kirkwall,15/10/2006,Periwinkles,151,151,184.07
Kirkwall,15/10/2006,Queen Scallops,28,28,28
Kirkwall,15/10/2006,Scallops,1298,1298,3863.13
Kirkwall,22/10/2006,Crabs (C.P.Mixed Sexes),1868.9,1868.9,2007.49
Kirkwall,22/10/2006,Crabs - Velvet (Swim),6813.4,6813.4,10608.51
Kirkwall,22/10/2006,Green Crab,1170.2,1170.2,271.14
Kirkwall,22/10/2006,Lobsters,297.9,297.9,3605.45
Kirkwall,22/10/2006,Periwinkles,72,72,87.77
Kirkwall,22/10/2006,Queen Scallops,55,55,55
Kirkwall,22/10/2006,Scallops,458,458,1084.86
Kirkwall,22/10/2006,Whelks,2410,2410,1325.5
Kirkwall,29/10/2006,Crabs (C.P.Mixed Sexes),3113.9,3113.9,3337.63
Kirkwall,29/10/2006,Crabs - Velvet (Swim),7221,7221,10599.97
Kirkwall,29/10/2006,Green Crab,1534,1534,423.63
Kirkwall,29/10/2006,Lobsters,381,381,4410.57
Kirkwall,29/10/2006,Nephrops (Norway Lobster),152.7,152.7,1007.08
Kirkwall,29/10/2006,Scallops,355.5,355.5,818.51
Kirkwall,05/11/2006,Crabs (C.P.Mixed Sexes),1306,1306,1442.62
Kirkwall,05/11/2006,Crabs - Velvet (Swim),7096,7096,12841.31
Kirkwall,05/11/2006,Green Crab,1172,1172,676.85
Kirkwall,05/11/2006,Lobsters,117.7,117.7,1579.86
Kirkwall,05/11/2006,Periwinkles,445,445,542.4
Kirkwall,05/11/2006,Scallops,1188,1188,2197.63
Kirkwall,12/11/2006,Crabs (C.P.Mixed Sexes),1183,1183,1264.52
Kirkwall,12/11/2006,Crabs - Velvet (Swim),9897.1,9897.1,14558.48
Kirkwall,12/11/2006,Green Crab,2676.1,2676.1,911.41
Kirkwall,12/11/2006,Lobsters,249.5,249.5,2880
Kirkwall,12/11/2006,Periwinkles,339,339,413.24
Kirkwall,12/11/2006,Scallops,1094,1094,2424.35
Kirkwall,19/11/2006,Crabs (C.P.Mixed Sexes),1405,1405,1520.37
Kirkwall,19/11/2006,Crabs - Velvet (Swim),9886.8,9886.8,15422.29
Kirkwall,19/11/2006,Green Crab,1698,1698,960.02
Kirkwall,19/11/2006,Lobsters,108,108,1246.25
Kirkwall,19/11/2006,Periwinkles,327,327,398.62
Kirkwall,19/11/2006,Scallops,2733,2733,6327.5
Kirkwall,26/11/2006,Crabs (C.P.Mixed Sexes),1685,1685,2117.3
Kirkwall,26/11/2006,Crabs - Velvet (Swim),11622.2,11622.2,22318.46
Kirkwall,26/11/2006,Green Crab,1845,1845,975.27
Kirkwall,26/11/2006,Lobsters,97.2,97.2,1378.4
Kirkwall,26/11/2006,Periwinkles,126,126,153.6
Kirkwall,26/11/2006,Scallops,976,976,2305.17
Kirkwall,03/12/2006,Crabs (C.P.Mixed Sexes),2101.2,2101.2,2310.4
Kirkwall,03/12/2006,Crabs - Velvet (Swim),18208.9,18208.9,34104.86
Kirkwall,03/12/2006,Green Crab,2941,2941,1587.92
Kirkwall,03/12/2006,Lobsters,272,272,3016.84
Kirkwall,03/12/2006,Nephrops (Norway Lobster),236.4,236.4,1236.34
Kirkwall,03/12/2006,Periwinkles,25,25,30.48
Kirkwall,03/12/2006,Scallops,1630,1630,4077.96
Kirkwall,10/12/2006,Crabs (C.P.Mixed Sexes),410,410,621.15
Kirkwall,10/12/2006,Crabs - Velvet (Swim),6776,6776,15264.45
Kirkwall,10/12/2006,Green Crab,384,384,215.09
Kirkwall,10/12/2006,Lobsters,71.9,71.9,1059.72
Kirkwall,10/12/2006,Periwinkles,608,608,741.16
Kirkwall,10/12/2006,Scallops,202,202,373.67
Kirkwall,17/12/2006,Crabs (C.P.Mixed Sexes),1501.9,1501.9,1655.68
Kirkwall,17/12/2006,Crabs - Velvet (Swim),24470.3,24470.3,55799.07
Kirkwall,17/12/2006,Green Crab,1438,1438,755.28
Kirkwall,17/12/2006,Lobsters,166.7,166.7,2184.91
Kirkwall,17/12/2006,Nephrops (Norway Lobster),36.5,36.5,258.24
Kirkwall,17/12/2006,Periwinkles,413,413,503.45
Kirkwall,17/12/2006,Scallops,1486,1486,3529.06
Kirkwall,24/12/2006,Crabs (C.P.Mixed Sexes),588.2,588.2,783.37
Kirkwall,24/12/2006,Crabs - Velvet (Swim),10678.9,10678.9,18952.8
Kirkwall,24/12/2006,Green Crab,2790,2790,1424.46
Kirkwall,24/12/2006,Lobsters,110.4,110.4,1490.03
Kirkwall,24/12/2006,Scallops,1374,1374,3087.84
Kirkwall,31/12/2006,Crabs (C.P.Mixed Sexes),186,186,326
Kirkwall,31/12/2006,Crabs - Velvet (Swim),996,996,1330.84
Kirkwall,31/12/2006,Green Crab,187,187,107.54
Kirkwall,31/12/2006,Lobsters,19.5,19.5,365.21
Kirkwall,31/12/2006,Periwinkles,614,614,1193.94
Kirkwall,31/12/2006,Scallops,211,211,478.6
Kirkwall,07/01/2007,Crabs (C.P.Mixed Sexes),509,509,963.43
Kirkwall,07/01/2007,Crabs - Velvet (Swim),4186.9,4186.9,54182.54
Kirkwall,07/01/2007,Green Crab,773,773,386.5
Kirkwall,07/01/2007,Lobsters,46.1,46.1,800.3
Kirkwall,07/01/2007,Periwinkles,207,207,402.52
Kirkwall,07/01/2007,Scallops,561,561,1272.51
Kirkwall,07/01/2007,Whelks,205,205,112.75
Kirkwall,14/01/2007,Crabs (C.P.Mixed Sexes),1202.9,1202.9,1365.68
Kirkwall,14/01/2007,Crabs - Velvet (Swim),6315.1,6315.1,14348.82
Kirkwall,14/01/2007,Green Crab,1157,1157,543.75
Kirkwall,14/01/2007,Lobsters,104.9,104.9,1900.78
Kirkwall,14/01/2007,Nephrops (Norway Lobster),31.8,31.8,151.06
Kirkwall,14/01/2007,Periwinkles,309,309,600.86
Kirkwall,14/01/2007,Scallops,252,252,571.6
Kirkwall,14/01/2007,Whelks,860,860,579.78
Kirkwall,21/01/2007,Crabs (C.P.Mixed Sexes),1574.8,1574.8,3019.81
Kirkwall,21/01/2007,Crabs - Velvet (Swim),9889.4,9889.4,21002.76
Kirkwall,21/01/2007,Green Crab,2443,2443,1327.32
Kirkwall,21/01/2007,Lobsters,120.5,120.5,2111.91
Kirkwall,21/01/2007,Periwinkles,704,704,1368.95
Kirkwall,21/01/2007,Scallops,1725,1725,3912.79
Kirkwall,28/01/2007,Crabs (C.P.Mixed Sexes),1280,1280,2003.23
Kirkwall,28/01/2007,Crabs - Velvet (Swim),5354.1,5354.1,10721.6
Kirkwall,28/01/2007,Green Crab,624,624,409.75
Kirkwall,28/01/2007,Lobsters,91.7,91.7,1601.37
Kirkwall,28/01/2007,Nephrops (Norway Lobster),29.5,29.5,195.24
Kirkwall,28/01/2007,Scallops,332,332,753.09
Kirkwall,04/02/2007,Crabs (C.P.Mixed Sexes),1374,1374,1779.68
Kirkwall,04/02/2007,Crabs - Velvet (Swim),12179.6,12179.6,24175.58
Kirkwall,04/02/2007,Green Crab,1892,1892,977.6
Kirkwall,04/02/2007,Lobsters,191,191,3399.61
Kirkwall,04/02/2007,Nephrops (Norway Lobster),116.5,116.5,701.74
Kirkwall,04/02/2007,Periwinkles,534,534,1038.38
Kirkwall,04/02/2007,Scallops,253.1,253.1,573.89
Kirkwall,04/02/2007,Whelks,1350,1350,742.5
Kirkwall,11/02/2007,Crabs (C.P.Mixed Sexes),707.9,707.9,1136.69
Kirkwall,11/02/2007,Crabs - Velvet (Swim),4497.9,4497.9,9744.26
Kirkwall,11/02/2007,Green Crab,1430,1430,776.1
Kirkwall,11/02/2007,Lobsters,68.2,68.2,1235.33
Kirkwall,11/02/2007,Periwinkles,348,348,676.7
Kirkwall,11/02/2007,Scallops,251,251,569.34
Kirkwall,18/02/2007,Crabs (C.P.Mixed Sexes),928,928,1202.05
Kirkwall,18/02/2007,Crabs - Velvet (Swim),5039,5039,10537.16
Kirkwall,18/02/2007,Green Crab,1713,1713,892.14
Kirkwall,18/02/2007,Lobsters,79.1,79.1,1395.15
Kirkwall,18/02/2007,Nephrops (Norway Lobster),20.4,20.4,126.07
Kirkwall,18/02/2007,Periwinkles,1046,1046,2033.98
Kirkwall,18/02/2007,Scallops,532,532,1479.38
Kirkwall,18/02/2007,Whelks,3550,3550,1952.5
Kirkwall,25/02/2007,Crabs (C.P.Mixed Sexes),1652.9,1652.9,2240.62
Kirkwall,25/02/2007,Crabs - Velvet (Swim),6419,6419,14237.45
Kirkwall,25/02/2007,Green Crab,1907,1907,989.95
Kirkwall,25/02/2007,Lobsters,126.8,126.8,2307.41
Kirkwall,25/02/2007,Nephrops (Norway Lobster),161,161,764.92
Kirkwall,25/02/2007,Periwinkles,315.5,315.5,613.5
Kirkwall,25/02/2007,Scallops,1312,1312,4726.24
Kirkwall,04/03/2007,Crabs (C.P.Mixed Sexes),1183.9,1183.9,1445.08
Kirkwall,04/03/2007,Crabs - Velvet (Swim),2693.9,2693.9,6103.8
Kirkwall,04/03/2007,Green Crab,1863,1863,999.92
Kirkwall,04/03/2007,Lobsters,78.6,78.6,1432.94
Kirkwall,04/03/2007,Nephrops (Norway Lobster),164.4,164.4,780.97
Kirkwall,04/03/2007,Periwinkles,582,582,1131.72
Kirkwall,04/03/2007,Queen Scallops,2.8,2.8,1.78
Kirkwall,04/03/2007,Scallops,758,758,2332.32
Kirkwall,11/03/2007,Crabs (C.P.Mixed Sexes),2195.9,2195.9,2045.46
Kirkwall,11/03/2007,Crabs - Velvet (Swim),4244.9,4244.9,11211.12
Kirkwall,11/03/2007,Green Crab,468,468,250.91
Kirkwall,11/03/2007,Lobsters,159.1,159.1,2911.41
Kirkwall,11/03/2007,Nephrops (Norway Lobster),167.8,167.8,797.31
Kirkwall,11/03/2007,Periwinkles,138,138,268.35
Kirkwall,11/03/2007,Scallops,240,240,544.39
Kirkwall,11/03/2007,Whelks,7005,7005,3852.75
Kirkwall,18/03/2007,Crabs (C.P.Mixed Sexes),413,413,766.12
Kirkwall,18/03/2007,Crabs - Velvet (Swim),2399,2399,5717.59
Kirkwall,18/03/2007,Green Crab,613,613,326.34
Kirkwall,18/03/2007,Lobsters,65.6,65.6,1226.59
Kirkwall,18/03/2007,Nephrops (Norway Lobster),96,96,566.92
Kirkwall,18/03/2007,Periwinkles,1072,1072,2084.54
Kirkwall,18/03/2007,Queen Scallops,3,3,1.88
Kirkwall,18/03/2007,Scallops,199,199,451.4
Kirkwall,25/03/2007,Crabs (C.P.Mixed Sexes),1760,1760,2949.96
Kirkwall,25/03/2007,Crabs - Velvet (Swim),6167.1,6167.1,13790.54
Kirkwall,25/03/2007,Green Crab,2179,2179,1089.5
Kirkwall,25/03/2007,Lobsters,218.5,218.5,4366.82
Kirkwall,25/03/2007,Nephrops (Norway Lobster),151.4,151.4,1001.86
Kirkwall,25/03/2007,Periwinkles,415,415,806.98
Kirkwall,25/03/2007,Queen Scallops,30,30,23.8
Kirkwall,01/04/2007,Cockles,39,39,51.91
Kirkwall,01/04/2007,Crabs (C.P.Mixed Sexes),2930.9,2930.9,3898.31
